Check All,ID,code,name,meta-infomation-based subspecies,SNP-based subspecies,SNP-based subgroup,country,region,sequencing depth,mapping depth,mapping coverage
,1020,IRIS_313-10859,ARC 10939,IND,AUS,AUSG6,India,SAS,22.48,21.61,92.02
,1021,IRIS_313-10861,ARC 11276,AUS,AUS,AUSG6,India,SAS,28.32,26.97,92.51
,1022,IRIS_313-10862,ARC 11281,TROP,JAP,JG8,India,SAS,10.02,9.14,92.6
,1023,IRIS_313-10863,ARC 11322,IND,IND,IG5,India,SAS,31.61,30.2,92.1
,1024,IRIS_313-10864,ARC 11338,ARO,ADM,Adm,India,SAS,11.45,10.96,92.25
,1025,IRIS_313-10865,ARC 11424,TROP,JAP,JG8,India,SAS,10.96,9.43,92.97
,1026,IRIS_313-10866,ARC 11478,TROP,JAP,JG8,India,SAS,9.47,8.68,92.64
,1027,IRIS_313-10867,ARC 11538,TROP,JAP,JG8,India,SAS,9.05,8.38,92.41
,1028,IRIS_313-10868,ARC 11571,ARO,ARO,AROG11,India,SAS,9.84,9.38,90.86
,1029,IRIS_313-10869,ARC 11751,AUS,AUS,AUSG6,India,SAS,9.6,9.32,89.24
,1030,IRIS_313-10870,ARC 11768,TROP,JAP,JG8,India,SAS,27.32,24.51,95.07
,1031,IRIS_313-10871,ARC 11777,AUS,AUS,AUSG6,India,SAS,24.49,23.23,92.58
,1032,IRIS_313-10872,ARC 11802,JAP,ADM,Adm,India,SAS,28.59,27.58,96.56
,1033,IRIS_313-10873,ARC 11822,AUS,AUS,AUSG6,India,SAS,10.55,9.44,89.82
,1034,IRIS_313-10874,ARC 11946,TROP,JAP,JG8,India,SAS,9.39,8.89,92.68
,1035,IRIS_313-10875,ARC 12021,AUS,AUS,AUSG6,India,SAS,11.5,10.4,89.79
,1036,IRIS_313-10876,ARC 12067,AUS,AUS,AUSG6,India,SAS,14.22,13.68,90.42
,1037,IRIS_313-10877,ARC 12079,AUS,AUS,AUSG6,India,SAS,8.01,7.73,88.52
,1038,IRIS_313-10878,ARC 12101,AUS,AUS,AUSG6,India,SAS,8.3,8.08,88.84
,1039,IRIS_313-10879,ARC 12124,AUS,AUS,AUSG6,India,SAS,9.71,9.4,89.48
,1040,IRIS_313-10880,ARC 12180,IND,IND,IG5,India,SAS,13.88,13.42,89.8
,1041,IRIS_313-10881,ARC 12413,ADM,ARO,AROG11,India,SAS,11.67,11.11,91.44
,1042,IRIS_313-10882,ARC 12433,AUS,AUS,AUSG6,India,SAS,9.39,9.08,89.05
,1043,IRIS_313-10883,ARC 12490,ADM,ARO,AROG11,India,SAS,17.09,15.52,92.35
,1044,IRIS_313-10884,ARC 12493,TROP,JAP,JG8,India,SAS,10.57,10.16,92.83
,1045,IRIS_313-10885,ARC 12559,IND,IND,IG5,India,SAS,10.47,10.08,88.86
,1046,IRIS_313-10886,ARC 12655,TROP,JAP,JG8,India,SAS,12.87,12.48,93.71
,1047,IRIS_313-10887,ARC 12690,IND,IND,IG4,India,SAS,11.93,9.24,84.29
,1048,IRIS_313-10888,ARC 12726,TROP,JAP,JG8,India,SAS,15.33,14.78,93.75
,1049,IRIS_313-10889,ARC 12730,TROP,JAP,JG8,India,SAS,16.02,13.96,93.98
,1050,IRIS_313-10890,ARC 12861,TROP,JAP,JG8,India,SAS,12.62,11.87,93.52
,1051,IRIS_313-10891,ARC 12867,AUS,AUS,AUSG6,India,SAS,17.26,15.49,90.59
,1052,IRIS_313-10892,ARC 12920,AUS,AUS,AUSG6,India,SAS,27.38,26.46,93.21
,1053,IRIS_313-10893,ARC 13156,TROP,JAP,JG8,India,SAS,10.59,9.83,93.17
,1054,IRIS_313-10894,ARC 13204,AUS,AUS,AUSG6,India,SAS,20.01,19.03,91.23
,1055,IRIS_313-10895,ARC 13257,TROP,JAP,JG8,India,SAS,16.96,14.61,93.51
,1056,IRIS_313-10896,ARC 13276,AUS,AUS,AUSG6,India,SAS,9.15,8.5,89.23
,1057,IRIS_313-10897,ARC 13373,IND,IND,IG2,India,SAS,12.8,10.35,84.65
,1058,IRIS_313-10898,ANG KANG K.P.,IND,IND,IG2,Cambodia,SEA,9.89,7.87,83.94
,1059,IRIS_313-10899,DAMNOEUB KHSE SAUT,IND,IND,IG2,Cambodia,SEA,9.81,7.87,83.74
,1060,IRIS_313-10900,DAMNOEUB POR HING,IND,IND,IG2,Cambodia,SEA,16.0,12.83,85.48
,1061,IRIS_313-10901,DAMNOEUB THPOIL HING,IND,IND,IG2,Cambodia,SEA,7.72,6.1,82.32
,1062,IRIS_313-10902,KAMPING POUY,IND,IND,IG2,Cambodia,SEA,11.61,9.42,85.77
,1063,IRIS_313-10903,KHSAY VENG,IND,IND,IG2,Cambodia,SEA,8.57,6.84,83.39
,1064,IRIS_313-10904,KREM KRAHAM,IND,IND,IG2,Cambodia,SEA,9.7,7.68,84.39
,1065,IRIS_313-10905,KUOL DAUN THNONG,IND,IND,IG2,Cambodia,SEA,11.89,9.63,84.29
,1066,IRIS_313-10906,LUA NEP 4416,IND,IND,IG2,Cambodia,SEA,9.85,7.83,83.57
,1067,IRIS_313-10907,MARECH S.V.R.,IND,IND,IG2,Cambodia,SEA,8.18,6.35,83.17
,1068,IRIS_313-10908,MOROM,IND,IND,IG2,Cambodia,SEA,9.78,7.77,83.43
,1069,IRIS_313-10909,NEANG CHAN,IND,IND,IG2,Cambodia,SEA,13.74,10.93,84.75
,1070,IRIS_313-10910,NEANG MAC,IND,IND,IG2,Cambodia,SEA,10.51,8.32,84.06
,1071,IRIS_313-10911,NEANG NARY,IND,IND,IG2,Cambodia,SEA,9.67,7.49,83.52
,1072,IRIS_313-10912,NEANG SAATH K 45,IND,IND,IG2,Cambodia,SEA,16.87,13.58,86.03
,1073,IRIS_313-10913,PHAT PRORMOL,IND,IND,IG2,Cambodia,SEA,14.15,11.48,84.87
,1074,IRIS_313-10915,PHCAR SLA KI,IND,IND,IG2,Cambodia,SEA,14.7,11.82,85.34
,1075,IRIS_313-10916,SRAU SLAP,TEMP,JAP,JG7,Cambodia,SEA,17.76,16.39,95.84
,1076,IRIS_313-10917,T.Q.QI. HAYUQBABA,IND,IND,IG4,Philippines,SEA,13.55,10.82,85.25
,1077,IRIS_313-10918,T.Q.QI. QINYUHAYUHA,JAP,ADM,Adm,Philippines,SEA,29.77,28.19,95.55
,1078,IRIS_313-10919,PINIDWA QAN QIPUGO PINGKITAN,JAP,JAP,JG10,Philippines,SEA,8.06,7.63,91.9
,1079,IRIS_313-10920,PINIDWA QAN QIPUGO QELEK,JAP,JAP,JG10,Philippines,SEA,8.86,7.46,91.65
,1080,IRIS_313-10921,Khao phae hom,IND,IND,IG2,Laos,SEA,15.2,11.94,84.98
,1081,IRIS_313-10922,R 258,TROP,JAP,JG8,Laos,SEA,15.6,15.04,93.84
,1082,IRIS_313-10923,CHABLI CHABOL GLANG,TROP,JAP,JG8,Thailand,SEA,19.0,16.89,94.01
,1083,IRIS_313-10924,ATH HAGARI JARAHAN PADDY,IND,IND,IG4,Nepal,SAS,14.74,11.49,85.2
,1084,IRIS_313-10925,KAMULI,AUS,AUS,AUSG6,Nepal,SAS,11.06,10.49,89.48
,1085,IRIS_313-10926,RAM SALEE KATAKA,ARO,ARO,AROG11,Nepal,SAS,10.78,9.77,91.1
,1086,IRIS_313-10927,SUGA PANKHA,AUS,AUS,AUSG6,Nepal,SAS,18.62,17.47,90.44
,1087,IRIS_313-10928,KHAO SIM,IND,IND,IG2,Thailand,SEA,16.3,12.81,85.35
,1088,IRIS_313-10929,KOLONGI BAO,IND,IND,IG5,India,SAS,12.74,12.18,89.83
,1089,IRIS_313-10930,PANKHIRAJ,AUS,AUS,AUSG6,Bangladesh,SAS,15.95,14.96,90.27
,1090,IRIS_313-10931,PAKWALAN,TROP,JAP,JG9,Philippines,SEA,11.23,9.87,93.27
,1091,IRIS_313-10932,CHINA 1039 MUTANT(DWARF),IND,IND,IG4,China,EAS,13.48,9.8,84.77
,1092,IRIS_313-10933,ARC 7281,ARO,ARO,AROG11,India,SAS,12.41,11.98,91.67
,1093,IRIS_313-10934,PAH PIANG,IND,IND,IG2,Thailand,SEA,11.17,8.52,83.97
,1094,IRIS_313-10935,BRONDOL PUTIH,IND,IND,IG3,Indonesia,SEA,10.29,8.16,84.44
,1095,IRIS_313-10936,KETAN GUNDIL,JAP,JAP,JG10,Indonesia,SEA,15.22,14.29,93.02
,1096,IRIS_313-10937,PULUT WAJIT,IND,IND,IG3,Indonesia,SEA,17.97,13.46,85.58
,1097,IRIS_313-10938,SIGUPAI,IND,IND,IG3,Indonesia,SEA,18.16,13.74,85.91
,1098,IRIS_313-10940,SITANDANG,IND,IND,IG3,Indonesia,SEA,10.36,7.99,83.38
,1099,IRIS_313-10941,SINTHA,IND,IND,IG2,Indonesia,SEA,21.18,16.58,86.63
,1100,IRIS_313-10942,BANDANG BUNGKUAKLAN,IND,IND,IG3,Indonesia,SEA,17.33,13.83,85.13
,1101,IRIS_313-10943,PADI BENOT,IND,IND,IG3,Indonesia,SEA,14.99,11.16,85.42
,1102,IRIS_313-10944,SIPULUT SUBANG,IND,IND,IG3,Indonesia,SEA,18.29,13.43,85.77
,1103,IRIS_313-10945,BULAK,TROP,JAP,JG9,Indonesia,SEA,12.34,11.51,92.84
,1104,IRIS_313-10946,MANGGE,TROP,JAP,JG9,Indonesia,SEA,14.19,13.46,93.34
,1105,IRIS_313-10947,NANE,IND,IND,IG2,Indonesia,SEA,9.98,7.5,83.52
,1106,IRIS_313-10948,PARE MAROMBA,ADM,ADM,Adm,Indonesia,SEA,16.81,14.66,95.19
,1107,IRIS_313-10949,TEKALAK,TROP,JAP,JG9,Indonesia,SEA,16.36,15.68,93.68
,1108,IRIS_313-10950,ASE PULU BOLONG,JAP,JAP,JG10,Indonesia,SEA,11.17,10.29,92.34
,1109,IRIS_313-10951,JENDA ABANG,IND,IND,IG3,Indonesia,SEA,12.25,9.54,84.95
,1110,IRIS_313-10952,KILANG MEDU,TROP,JAP,JG9,Indonesia,SEA,11.53,11.08,93.18
,1111,IRIS_313-10953,PADI ABUNG KUNING,TROP,JAP,JG9,Indonesia,SEA,13.12,12.32,93.3
,1112,IRIS_313-10954,PADI GRUNDUL 1,IND,IND,IG3,Indonesia,SEA,20.89,16.44,86.24
,1113,IRIS_313-10955,PADI PUYUH,IND,IND,IG3,Indonesia,SEA,12.84,9.2,84.63
,1114,IRIS_313-10956,PUTUS TOLO,JAP,JAP,JG10,Indonesia,SEA,9.3,8.67,92.01
,1115,IRIS_313-10957,RANGKAI KEPEL,TROP,JAP,JG9,Indonesia,SEA,9.84,9.56,92.44
,1116,IRIS_313-10958,RENIK BELITI,TROP,JAP,JG9,Indonesia,SEA,11.77,11.49,93.32
,1117,IRIS_313-10959,SITABO-TABO,TROP,JAP,JG9,Indonesia,SEA,14.51,13.42,93.71
,1118,IRIS_313-10960,SUNGKAI,TROP,JAP,JG9,Indonesia,SEA,18.16,16.75,93.43
,1119,IRIS_313-10961,TARING PELUNDUK,IND,IND,IG3,Indonesia,SEA,15.91,12.35,85.96
,1120,IRIS_313-10962,TERUNG DAUN,IND,IND,IG3,Indonesia,SEA,11.86,9.46,85.81
,1121,IRIS_313-10963,KATAKCHIKON,AUS,AUS,AUSG6,Bangladesh,SAS,14.19,13.14,90.16
,1122,IRIS_313-10964,SADUMONI,AUS,AUS,AUSG6,Bangladesh,SAS,5.75,5.61,85.94
,1123,IRIS_313-10965,TILOKCHAN(SONABETHI),AUS,AUS,AUSG6,Bangladesh,SAS,16.48,15.92,90.25
,1124,IRIS_313-10966,HURANG ARISO LUTA,IND,IND,IG2,Brazil,AME,10.61,8.41,83.86
,1125,IRIS_313-10967,IAS22-8 PALMAR,TEMP,JAP,JG9,Brazil,AME,8.72,8.17,94.86
,1126,IRIS_313-10968,IH PEN SHIM MING,IND,IND,IG4,Brazil,AME,20.24,15.38,86.89
,1127,IRIS_313-10969,INDIA DULAR(NO. ORDEM 7),AUS,AUS,AUSG6,Brazil,AME,11.91,11.22,90.15
,1128,IRIS_313-10970,NANG SAU DO,IND,IND,IG2,Vietnam,SEA,14.41,11.28,85.69
,1129,IRIS_313-10971,BADAL,IND,IND,IG5,Bangladesh,SAS,7.55,6.93,88.5
,1130,IRIS_313-10972,DUDA MONOR,IND,IND,IG5,Bangladesh,SAS,8.3,7.79,89.47
,1131,IRIS_313-10973,KALA DIGHA,IND,IND,IG5,Bangladesh,SAS,10.82,9.91,89.5
,1132,IRIS_313-10974,KAMRANGA,IND,IND,IG5,Bangladesh,SAS,11.02,10.69,89.67
,1133,IRIS_313-10975,KOLA MUCHI,IND,IND,IG5,Bangladesh,SAS,29.44,27.72,92.44
,1134,IRIS_313-10976,LAKHSMI DIGHA,AUS,AUS,AUSG6,Bangladesh,SAS,14.5,13.57,90.25
,1135,IRIS_313-10977,MATI CHAL,IND,IND,IG5,Bangladesh,SAS,14.91,13.99,90.4
,1136,IRIS_313-10978,PANI TORONG,IND,IND,IG5,Bangladesh,SAS,10.93,10.6,90.08
,1137,IRIS_313-10979,BORA DIGA,AUS,AUS,AUSG6,Bangladesh,SAS,11.23,10.64,89.19
,1138,IRIS_313-10980,DUDHSAR,IND,IND,IG4,Bangladesh,SAS,16.56,12.78,86.48
,1139,IRIS_313-10981,JHUL DIGA,AUS,AUS,AUSG6,Bangladesh,SAS,11.07,10.76,89.3
,1140,IRIS_313-10982,LUDI GOCHYA,IND,IND,IG5,Bangladesh,SAS,9.58,9.14,89.11
,1141,IRIS_313-10983,BOROJYOT,IND,IND,IG5,Bangladesh,SAS,9.47,9.15,89.46
,1142,IRIS_313-10984,DUDHSAR,IND,IND,IG5,Bangladesh,SAS,16.03,15.0,90.46
,1143,IRIS_313-10985,GOBOL SAIL(BALAM),IND,IND,IG5,Bangladesh,SAS,8.73,8.54,89.24
,1144,IRIS_313-10986,HALDI JAON,IND,IND,IG5,Bangladesh,SAS,29.17,28.02,92.38
,1145,IRIS_313-10987,SUNGA WALA,AUS,AUS,AUSG6,Bangladesh,SAS,12.98,12.5,90.16
,1146,IRIS_313-10988,CO 36,IND,IND,IG3,India,SAS,15.89,12.48,87.45
,1147,IRIS_313-10989,GUTTI-AKKULLU,IND,IND,IG3,India,SAS,10.94,8.5,84.31
,1148,IRIS_313-10990,BALIBUD,IND,IND,IG2,Philippines,SEA,16.44,12.22,85.85
,1149,IRIS_313-10991,GINATOS,TROP,JAP,JG9,Philippines,SEA,8.34,7.94,92.55
,1150,IRIS_313-10992,PILIT TAPUL,TROP,JAP,JG9,Philippines,SEA,12.52,12.07,93.74
,1151,IRIS_313-10993,LANNAB,TROP,JAP,JG9,Philippines,SEA,9.93,9.11,93.24
,1152,IRIS_313-10994,PANGETAN,JAP,JAP,JG10,Philippines,SEA,17.9,17.16,94.33
,1153,IRIS_313-10995,ASE BAKKA LOMPO,IND,IND,IG2,Indonesia,SEA,16.0,12.4,85.66
,1154,IRIS_313-10996,BAKASI,IND,IND,IG1,Indonesia,SEA,12.61,12.17,90.63
,1155,IRIS_313-10997,CEMPO MANGGAR,IND,IND,IG3,Indonesia,SEA,15.23,11.67,86.75
,1156,IRIS_313-10998,KETAN RASO,IND,IND,IG3,Indonesia,SEA,11.43,8.43,84.11
,1157,IRIS_313-10999,LANDEO,TROP,JAP,JG9,Indonesia,SEA,18.41,16.84,94.37
,1158,IRIS_313-11000,MAIRUL,IND,IND,IG3,Indonesia,SEA,12.22,9.33,85.49
,1159,IRIS_313-11001,PAEDAI SOBUDI,TROP,JAP,JG9,Indonesia,SEA,11.62,11.45,94.01
,1160,IRIS_313-11003,PAE MEETO,TROP,JAP,JG9,Indonesia,SEA,6.8,6.56,91.09
,1161,IRIS_313-11004,PAE SANGGULA,TROP,JAP,JG9,Indonesia,SEA,12.75,12.11,93.29
,1162,IRIS_313-11005,PULU LOTONG,JAP,JAP,JG10,Indonesia,SEA,15.41,15.05,93.85
,1163,IRIS_313-11006,PULU RENNI,IND,IND,IG2,Indonesia,SEA,8.88,6.93,83.16
,1164,IRIS_313-11007,PULUT BONGO,JAP,JAP,JG10,Indonesia,SEA,15.0,14.76,93.97
,1165,IRIS_313-11008,PULUT CENRANA,JAP,JAP,JG10,Indonesia,SEA,13.0,12.76,95.28
,1166,IRIS_313-11009,PULUT HALAPA,TROP,JAP,JG9,Indonesia,SEA,13.64,13.25,94.28
,1167,IRIS_313-11010,PULUT PUTIH,IND,IND,IG3,Indonesia,SEA,12.86,10.12,85.14
,1168,IRIS_313-11011,SUNAR,IND,IND,IG2,Indonesia,SEA,7.04,5.51,81.23
,1169,IRIS_313-11012,TELURIKAN,ADM,ADM,Adm,Indonesia,SEA,6.12,5.94,90.43
,1170,IRIS_313-11013,BOTESWAR 2,AUS,AUS,AUSG6,Bangladesh,SAS,11.36,10.94,89.46
,1171,IRIS_313-11014,CHAKILA,AUS,AUS,AUSG6,Bangladesh,SAS,9.54,9.03,89.14
,1172,IRIS_313-11015,HANPA,AUS,AUS,AUSG6,Bangladesh,SAS,14.28,13.49,90.4
,1173,IRIS_313-11016,KACHILON,AUS,AUS,AUSG6,Bangladesh,SAS,17.38,16.68,90.69
,1174,IRIS_313-11017,LOROI,AUS,AUS,AUSG6,Bangladesh,SAS,13.02,11.39,89.81
,1175,IRIS_313-11018,MADISA,AUS,AUS,AUSG6,Bangladesh,SAS,12.61,12.02,89.83
,1176,IRIS_313-11019,PORANG,AUS,AUS,AUSG6,Bangladesh,SAS,9.91,9.48,89.08
,1177,IRIS_313-11020,BAMLA SUFFAID 320,AUS,AUS,AUSG6,Pakistan,SAS,11.74,10.99,89.92
,1178,IRIS_313-11021,BARA PASHAWARI 390,ARO,ARO,AROG11,Pakistan,SAS,14.07,13.48,92.0
,1179,IRIS_313-11022,BASMATI SUFAID 100,ARO,ARO,AROG11,Pakistan,SAS,11.12,10.85,91.22
,1180,IRIS_313-11023,BASMATI SURKH 161,ARO,ARO,AROG11,Pakistan,SAS,11.38,10.96,91.3
,1181,IRIS_313-11024,BEGMI 135,AUS,AUS,AUSG6,Pakistan,SAS,17.6,17.03,91.44
,1182,IRIS_313-11025,DHAN 263,AUS,AUS,AUSG6,Pakistan,SAS,9.69,9.24,88.81
,1183,IRIS_313-11026,HANSRAJ,ARO,ARO,AROG11,Pakistan,SAS,10.77,10.47,91.52
,1184,IRIS_313-11027,JHONA 101,AUS,AUS,AUSG6,Pakistan,SAS,21.52,21.04,92.62
,1185,IRIS_313-11028,MOTIA,AUS,AUS,AUSG6,Pakistan,SAS,10.86,10.17,89.34
,1186,IRIS_313-11029,MUSHKAN 340 A,AUS,AUS,AUSG6,Pakistan,SAS,9.14,8.86,89.03
,1187,IRIS_313-11030,MUTANT 12-42,ADM,ARO,AROG11,Pakistan,SAS,13.81,13.46,92.9
,1188,IRIS_313-11031,NAWAN SATHRA BAGAR 344,AUS,IND,IG4,Pakistan,SAS,11.2,8.61,85.49
,1189,IRIS_313-11032,PALAM PURI BAS 137,ADM,ARO,AROG11,Pakistan,SAS,16.0,15.31,92.03
,1190,IRIS_313-11033,RATRIO,ADM,IND,IG1,Pakistan,SAS,25.02,24.07,95.88
,1191,IRIS_313-11034,SANTHI 206,AUS,AUS,AUSG6,Pakistan,SAS,16.41,15.95,90.83
,1192,IRIS_313-11035,ZIRA SHAHI,AUS,AUS,AUSG6,Pakistan,SAS,20.12,19.08,91.61
,1193,IRIS_313-11036,34,ADM,ARO,AROG11,Pakistan,SAS,13.24,12.78,90.87
,1194,IRIS_313-11037,421,AUS,AUS,AUSG6,Pakistan,SAS,22.68,21.95,91.9
,1195,IRIS_313-11038,AI-NAN-TSAO 39,IND,IND,IG4,China,EAS,20.92,16.33,87.32
,1196,IRIS_313-11039,KWANG-LU-AI 4,IND,IND,IG4,China,EAS,31.62,24.62,88.2
,1197,IRIS_313-11040,KAVIVARI SAMBA,IND,IND,IG3,India,SAS,20.69,16.05,86.91
,1198,IRIS_313-11041,POONGAR,IND,IND,IG5,India,SAS,11.27,9.83,90.0
,1199,IRIS_313-11042,VELLAIKOTTAI,IND,IND,IG3,India,SAS,19.58,15.17,86.54
,1200,IRIS_313-11043,BENGKA KERSEK,IND,IND,IG3,Malaysia,SEA,19.68,15.31,87.14
,1201,IRIS_313-11044,BUKU,JAP,JAP,JG10,Malaysia,SEA,24.14,23.6,95.05
,1202,IRIS_313-11045,ENGKABANG,TROP,JAP,JG9,Malaysia,SEA,22.7,21.94,94.97
,1203,IRIS_313-11046,LALANGIT,JAP,JAP,JG10,Malaysia,SEA,28.5,27.78,94.58
,1204,IRIS_313-11047,AUS 84,AUS,AUS,AUSG6,Bangladesh,SAS,24.27,23.66,92.31
,1205,IRIS_313-11048,AUS 171,AUS,AUS,AUSG6,Bangladesh,SAS,24.0,23.42,91.89
,1206,IRIS_313-11049,AUS 219,AUS,AUS,AUSG6,Bangladesh,SAS,16.19,15.57,90.76
,1207,IRIS_313-11050,AUS 233,AUS,AUS,AUSG6,Bangladesh,SAS,24.14,23.31,91.74
,1208,IRIS_313-11051,AUS 242,AUS,AUS,AUSG6,Bangladesh,SAS,24.3,23.09,91.29
,1209,IRIS_313-11052,AUS 278,AUS,AUS,AUSG6,Bangladesh,SAS,29.63,28.87,92.95
,1210,IRIS_313-11053,AUS 282,AUS,AUS,AUSG6,Bangladesh,SAS,30.03,29.09,92.01
,1211,IRIS_313-11054,AUS 295,AUS,AUS,AUSG6,Bangladesh,SAS,19.82,19.25,90.9
,1212,IRIS_313-11055,AUS 299,AUS,AUS,AUSG6,Bangladesh,SAS,20.12,19.21,91.3
,1213,IRIS_313-11056,AUS 301,AUS,AUS,AUSG6,Bangladesh,SAS,22.81,22.08,91.62
,1214,IRIS_313-11057,AUS 308,AUS,AUS,AUSG6,Bangladesh,SAS,27.12,25.93,91.51
,1215,IRIS_313-11058,AUS 329,AUS,AUS,AUSG6,Bangladesh,SAS,31.48,30.27,92.19
,1216,IRIS_313-11059,AUS 344,AUS,AUS,AUSG6,Bangladesh,SAS,15.45,14.99,91.49
,1217,IRIS_313-11060,AUS 359,AUS,AUS,AUSG6,Bangladesh,SAS,10.86,10.59,88.86
,1218,IRIS_313-11061,AUS 449,AUS,AUS,AUSG6,Bangladesh,SAS,9.48,9.24,88.73
,1219,IRIS_313-11062,BEGUNBICHI 33,ARO,ARO,AROG11,Bangladesh,SAS,20.64,19.99,92.45
,1220,IRIS_313-11063,BORO 70-2,AUS,AUS,AUSG6,Bangladesh,SAS,18.74,16.86,89.98
,1221,IRIS_313-11064,BORO 275,AUS,AUS,AUSG6,Bangladesh,SAS,26.7,25.9,92.08
,1222,IRIS_313-11065,BORO 394,AUS,AUS,AUSG6,Bangladesh,SAS,9.07,8.39,88.08
,1223,IRIS_313-11066,GASMAL 339,ARO,ARO,AROG11,Bangladesh,SAS,23.45,22.73,94.22
,1224,IRIS_313-11067,KALIBORO 600,AUS,AUS,AUSG6,Bangladesh,SAS,13.13,12.26,89.31
,1225,IRIS_313-11068,PANKAIT 31,ARO,ARO,AROG11,Bangladesh,SAS,11.39,10.88,91.08
,1226,IRIS_313-11069,TUPA 15-3,ARO,ARO,AROG11,Bangladesh,SAS,11.37,10.99,91.42
,1227,IRIS_313-11070,TUPA,ARO,ARO,AROG11,Bangladesh,SAS,10.95,10.26,91.4
,1228,IRIS_313-11071,Chao hai,IND,IND,IG2,Laos,SEA,10.92,8.41,83.39
,1229,IRIS_313-11072,Chao lep nok,IND,IND,IG2,Laos,SEA,14.5,11.25,84.68
,1230,IRIS_313-11073,Khao dam,TROP,JAP,JG8,Laos,SEA,11.03,10.82,93.04
,1231,IRIS_313-11074,KHAO MAK KHAM,IND,IND,IG2,Laos,SEA,13.2,10.4,84.32
,1232,IRIS_313-11075,Khao nam yen,TROP,JAP,JG7,Laos,SEA,11.8,11.57,93.37
,1233,IRIS_313-11076,Lai nok kha,IND,IND,IG2,Laos,SEA,14.99,11.8,84.8
,1234,IRIS_313-11077,Lai hang hma,TROP,JAP,JG8,Laos,SEA,14.31,14.07,93.38
,1235,IRIS_313-11078,Non hai,IND,IND,IG1,Laos,SEA,13.71,13.33,89.56
,1236,IRIS_313-11079,Phan phae,IND,IND,IG2,Laos,SEA,21.09,15.58,88.11
,1237,IRIS_313-11080,Phae meun lan,IND,IND,IG2,Laos,SEA,11.99,8.73,83.7
,1238,IRIS_313-11081,THAO LOUANG,IND,IND,IG2,Laos,SEA,17.28,12.58,85.81
,1239,IRIS_313-11082,Ea dam hang dok,IND,IND,IG2,Laos,SEA,8.93,6.8,82.4
,1240,IRIS_313-11083,Ea tia,IND,IND,IG2,Laos,SEA,31.22,23.7,87.47
,1241,IRIS_313-11084,KABIN,IND,IND,IG2,Cambodia,SEA,9.69,7.45,82.79
,1242,IRIS_313-11085,Khao hae,IND,IND,IG2,Laos,SEA,28.42,21.25,87.7
,1243,IRIS_313-11086,KHAO THAMA,IND,IND,IG2,Laos,SEA,7.56,5.85,81.21
,1244,IRIS_313-11087,PONG SANG A,IND,IND,IG2,Cambodia,SEA,10.89,8.46,83.31
,1245,IRIS_313-11088,SRAU KHSAI,IND,IND,IG2,Cambodia,SEA,8.13,6.11,81.84
,1246,IRIS_313-11089,SRAU THMOR,IND,IND,IG2,Cambodia,SEA,30.77,23.55,87.47
,1247,IRIS_313-11090,Keo lai,IND,IND,IG2,Laos,SEA,7.48,5.5,80.98
,1248,IRIS_313-11091,Khao non,IND,IND,IG2,Laos,SEA,7.69,5.95,81.31
,1249,IRIS_313-11092,Khao pa siev,ADM,IND,IG1,Laos,SEA,9.49,9.25,94.34
,1250,IRIS_313-11093,KHAO TAM,TROP,JAP,JG8,Laos,SEA,8.83,8.62,92.16
,1251,IRIS_313-11094,MAK BOUAP,TROP,JAP,JG8,Laos,SEA,24.35,23.79,95.11
,1252,IRIS_313-11095,Mak ea nam,ADM,IND,IG1,Laos,SEA,24.24,22.49,96.24
,1253,IRIS_313-11096,CADUNG SO BLOC 1,IND,IND,IG2,Vietnam,SEA,9.57,7.45,82.51
,1254,IRIS_313-11097,KALAGNON,IND,IND,IG2,Philippines,SEA,31.11,23.98,87.65
,1255,IRIS_313-11098,KOLUBA,IND,IND,IG4,Sierra_Leone,AFR,41.1,31.33,90.21
,1256,IRIS_313-11099,PECALO,IND,IND,IG3,Sierra_Leone,AFR,10.41,8.0,83.09
,1257,IRIS_313-11100,MAMON,TROP,JAP,JG9,Liberia,AFR,9.29,8.95,92.08
,1258,IRIS_313-11101,,IND,IND,IG3,Liberia,AFR,9.67,7.48,82.95
,1259,IRIS_313-11102,,TROP,JAP,JG9,Liberia,AFR,33.5,31.34,95.44
,1260,IRIS_313-11103,,TROP,JAP,JG9,Liberia,AFR,28.21,26.45,95.39
,1261,IRIS_313-11104,,TROP,JAP,JG9,Liberia,AFR,22.74,22.12,95.24
,1262,IRIS_313-11105,,TROP,JAP,JG9,Liberia,AFR,8.06,7.45,91.73
,1263,IRIS_313-11106,,TROP,JAP,JG9,Liberia,AFR,7.94,7.26,91.49
,1264,IRIS_313-11107,ZANTON,TROP,JAP,JG9,Liberia,AFR,7.23,6.94,91.23
,1265,IRIS_313-11108,,IND,IND,IG3,Liberia,AFR,8.44,6.77,82.6
,1266,IRIS_313-11109,,TROP,JAP,JG9,Liberia,AFR,12.39,11.95,92.88
,1267,IRIS_313-11110,SAYAM,IND,IND,IG5,Sri_Lanka,SAS,7.83,7.39,87.51
,1268,IRIS_313-11111,SAITA,AUS,AUS,AUSG6,Bangladesh,SAS,5.7,5.54,85.58
,1269,IRIS_313-11112,HIJOL DIGA,AUS,AUS,AUSG6,Bangladesh,SAS,26.53,24.55,91.93
,1270,IRIS_313-11113,KAL SHULI,IND,IND,IG5,Bangladesh,SAS,28.16,26.76,92.39
