,CUDI_REPRO,CULT_REPRO,CUNO_REPRO,GRLT,GRWD,GRWT100,HDG_80HEAD,LIGLT,LLT,LWD,PLT_POST,SDHT,country,region,subespecie
IRIS_313.8655,5.0,87.0,24.0,7.8,2.5,2.1,83.0,14.0,52.0,1.1,21.0,30.0,Pakistan,SAS,AUS
IRIS_313.9081,4.0,81.0,15.0,7.2,3.3,2.4,87.0,12.0,39.0,1.0,19.0,19.0,Japan,EAS,JAP
IRIS_313.10077,5.0,82.0,15.0,7.9,3.5,2.7,84.0,10.0,34.0,1.2,23.0,54.0,Japan,EAS,IND
IRIS_313.11181,5.0,161.0,12.0,9.2,3.0,2.5,157.0,21.0,76.0,1.8,20.0,66.0,Indonesia,SEA,IND
IRIS_313.11397,4.0,119.0,19.0,8.6,3.5,2.9,119.0,20.0,70.0,1.7,29.0,25.0,Indonesia,SEA,JAP
IRIS_313.11521,6.0,92.0,20.0,8.4,3.8,3.0,115.0,16.0,52.0,1.5,20.0,31.0,Vietnam,SEA,IND
IRIS_313.11143,5.0,151.0,16.0,10.0,3.4,2.1,104.0,23.0,63.0,1.6,31.0,47.0,Myanmar,SEA,IND
IRIS_313.11787,5.0,151.0,16.0,8.9,3.7,3.2,135.0,20.0,66.0,1.4,26.0,50.0,Gambia,AFR,IND
IRIS_313.11967,4.0,109.0,19.0,7.8,2.4,1.9,86.0,20.0,57.0,1.2,24.0,32.0,China,EAS,IND
IRIS_313.8781,4.0,94.0,13.0,7.8,2.5,1.8,115.0,16.0,50.0,1.0,28.0,19.0,Malaysia,SEA,IND
IRIS_313.10961,5.0,153.0,10.0,9.3,2.6,2.9,134.0,21.0,71.0,1.8,28.0,16.0,Indonesia,SEA,IND
IRIS_313.11548,6.0,141.0,11.0,8.3,3.5,2.6,138.0,23.0,70.0,1.8,32.0,43.0,Myanmar,SEA,IND
IRIS_313.11144,5.0,140.0,16.0,7.8,3.0,2.1,104.0,20.0,73.0,1.3,30.0,40.0,Myanmar,SEA,IND
IRIS_313.11549,4.0,142.0,18.0,9.1,3.0,2.2,114.0,19.0,61.0,1.4,27.0,64.0,Myanmar,SEA,IND
IRIS_313.8434,4.0,51.0,12.0,8.8,2.4,2.1,79.0,13.0,45.0,1.2,22.0,28.0,United_States,AME,JAP
IRIS_313.10949,5.0,139.0,11.0,7.7,3.7,2.9,93.0,17.0,68.0,2.2,26.0,19.0,Indonesia,SEA,JAP
IRIS_313.11012,4.0,108.0,14.0,8.2,2.9,2.2,117.0,14.0,59.0,1.9,25.0,30.0,Indonesia,SEA,ADM
IRIS_313.9838,3.0,67.0,16.0,8.4,3.3,2.9,62.0,13.0,41.0,1.3,18.0,33.0,New_Zealand,OCE,JAP
IRIS_313.10962,5.0,143.0,12.0,8.8,2.4,2.3,134.0,22.0,64.0,1.8,28.0,15.0,Indonesia,SEA,IND
IRIS_313.9539,5.0,97.0,15.0,9.1,2.9,2.5,83.0,17.0,59.0,1.8,27.0,24.0,United_States,AME,JAP
IRIS_313.8803,6.0,109.0,20.0,9.6,2.4,1.9,94.0,16.0,75.0,1.6,29.0,18.0,United_States,AME,JAP
IRIS_313.11145,5.0,146.0,14.0,8.0,3.2,2.4,104.0,25.0,61.0,1.8,23.0,34.0,Myanmar,SEA,IND
IRIS_313.10657,5.0,123.0,11.0,8.7,3.2,3.0,74.0,20.0,61.0,2.1,27.0,30.0,Laos,SEA,JAP
IRIS_313.11081,5.0,166.0,12.0,10.4,3.7,3.7,119.0,20.0,75.0,1.8,29.0,49.0,Laos,SEA,IND
IRIS_313.11146,5.0,150.0,14.0,8.2,3.2,2.4,104.0,16.0,51.0,1.4,25.0,31.0,Myanmar,SEA,IND
IRIS_313.9160,5.0,145.0,13.0,8.8,2.6,1.9,132.0,26.0,71.0,1.2,30.0,59.0,Senegal,AFR,IND
IRIS_313.11884,5.0,118.0,16.0,8.7,3.1,2.4,79.0,15.0,50.0,1.6,25.0,49.0,China,EAS,IND
IRIS_313.11872,3.7,82.0,18.0,8.4,3.4,2.7,75.0,14.0,40.0,1.1,22.0,55.0,China,EAS,IND
IRIS_313.11254,4.0,127.0,12.0,7.9,3.0,2.3,111.0,21.0,63.0,1.1,26.0,54.0,Vietnam,SEA,IND
IRIS_313.9940,4.0,80.0,18.0,10.2,2.7,1.8,94.0,21.0,54.0,1.3,24.0,37.0,Guatemala,AME,IND
IRIS_313.10965,4.0,107.0,18.0,8.7,2.6,2.2,68.0,23.0,65.0,1.7,23.0,19.0,Bangladesh,SAS,AUS
IRIS_313.9506,5.0,110.0,16.0,7.4,3.2,2.3,88.0,16.0,50.0,1.1,24.0,45.0,Bhutan,SAS,ADM
IRIS_313.8765,5.0,155.0,19.0,6.8,3.0,1.9,108.0,22.0,60.0,1.0,31.0,41.0,Bhutan,SAS,ARO
IRIS_313.11907,7.0,146.0,7.0,8.9,4.1,2.7,99.0,13.0,74.0,2.4,27.0,48.0,Indonesia,SEA,JAP
IRIS_313.10821,5.0,151.0,15.0,8.4,3.0,2.3,106.0,18.0,72.0,1.9,26.0,44.0,Indonesia,SEA,IND
IRIS_313.10746,5.0,131.0,12.0,8.8,3.7,3.3,115.0,17.0,71.0,1.6,33.0,41.0,Indonesia,SEA,JAP
IRIS_313.10818,5.0,164.0,16.0,7.9,2.7,1.9,106.0,18.0,69.0,1.6,29.0,41.0,Indonesia,SEA,IND
IRIS_313.10819,5.0,165.0,16.0,7.6,3.0,2.3,99.0,19.0,66.0,2.2,30.0,37.0,Indonesia,SEA,IND
IRIS_313.10820,5.0,181.0,15.0,8.5,3.1,2.6,106.0,24.0,56.0,1.8,29.0,39.0,Indonesia,SEA,IND
IRIS_313.9005,5.0,150.0,13.0,10.0,2.8,2.8,115.0,24.0,63.0,1.5,27.0,42.0,Indonesia,SEA,IND
IRIS_313.10747,7.6,99.0,6.0,9.2,3.3,2.7,106.0,16.0,62.6,1.6,26.9,45.0,Indonesia,SEA,JAP
IRIS_313.9170,4.0,142.0,13.0,9.3,3.8,3.6,157.0,19.0,60.0,1.3,27.0,57.0,Bangladesh,SAS,ARO
IRIS_313.9682,4.0,151.0,15.0,8.4,3.6,2.9,157.0,18.0,72.0,1.0,26.0,57.0,Bangladesh,SAS,ARO
IRIS_313.11659,6.0,73.0,6.0,8.2,2.9,2.6,99.0,23.0,62.0,1.9,23.0,21.0,Sierra_Leone,AFR,JAP
IRIS_313.10054,5.0,90.0,21.0,10.4,2.7,2.7,104.0,14.0,49.0,1.2,23.0,35.0,Panama,AME,IND
IRIS_313.10695,4.0,151.0,13.0,9.8,2.8,3.2,124.0,20.0,56.0,1.6,28.0,37.0,Malaysia,SEA,IND
IRIS_313.10502,5.0,94.0,20.0,7.7,2.8,1.4,80.0,19.0,42.0,1.2,27.0,20.0,China,EAS,IND
IRIS_313.11846,7.4,97.0,9.0,9.2,3.2,2.5,131.0,21.0,58.6,2.1,25.8,33.0,Thailand,SEA,JAP
IRIS_313.11376,6.0,97.0,6.0,9.1,3.5,3.4,98.0,15.0,45.0,1.7,26.0,40.0,Ivory_Coast,AFR,JAP
IRIS_313.9926,6.0,150.0,17.0,10.6,3.0,3.2,145.0,25.0,72.0,1.4,30.0,71.0,Chad,AFR,IND
IRIS_313.10433,6.0,94.0,20.0,8.8,2.8,2.3,105.0,17.0,71.0,1.3,26.0,20.0,Philippines,SEA,IND
IRIS_313.10750,4.0,123.0,14.0,8.8,3.2,2.4,156.0,25.0,52.0,1.1,25.0,48.0,Vietnam,SEA,IND
IRIS_313.8694,6.0,115.0,20.0,9.1,3.3,2.7,70.0,12.0,51.0,1.6,30.0,21.0,Brazil,AME,JAP
IRIS_313.9708,4.0,103.0,25.0,7.0,3.1,2.2,78.0,18.0,54.0,1.2,21.0,19.0,Taiwan,EAS,IND
IRIS_313.9469,6.0,107.0,20.0,8.6,3.4,2.8,82.0,18.0,55.0,1.4,25.0,22.0,China,EAS,IND
IRIS_313.10583,5.0,114.0,20.0,7.3,3.4,2.6,101.0,17.0,53.0,1.4,21.0,16.0,China,EAS,JAP
IRIS_313.9048,4.0,102.0,12.0,7.0,2.9,2.1,90.0,12.0,47.0,1.0,23.0,42.0,Bhutan,SAS,JAP
IRIS_313.10050,7.0,139.0,18.0,10.1,2.5,2.6,101.0,16.0,61.0,1.4,26.0,57.0,Madagascar,AFR,IND
IRIS_313.11766,5.0,104.0,15.0,9.6,2.8,2.8,96.0,22.0,55.0,1.5,23.0,48.0,Madagascar,AFR,AUS
IRIS_313.11794,6.4,148.0,14.0,10.1,2.6,3.4,101.0,15.0,60.0,1.3,31.4,50.0,Madagascar,AFR,ADM
IRIS_313.10051,7.0,129.0,16.0,8.5,4.1,3.4,96.0,14.0,57.0,1.7,28.0,44.0,Madagascar,AFR,JAP
IRIS_313.12282,7.4,154.0,15.0,9.8,2.4,2.5,116.0,24.0,64.6,1.7,29.6,39.0,Madagascar,AFR,IND
IRIS_313.11318,5.0,133.0,12.0,10.4,3.0,3.1,106.0,19.0,67.0,1.9,20.0,47.0,Indonesia,SEA,IND
IRIS_313.11421,4.0,118.0,27.0,7.1,2.9,1.8,122.0,21.0,55.0,1.4,28.0,29.0,India,SAS,IND
IRIS_313.9188,5.7,105.0,13.0,7.6,2.7,2.3,157.0,23.0,74.0,1.9,24.0,34.0,Indonesia,SEA,IND
IRIS_313.11447,5.0,112.0,10.0,9.1,2.9,2.4,113.0,15.0,43.0,1.1,25.0,55.0,India,SAS,IND
IRIS_313.11069,5.0,136.0,12.0,7.1,3.2,2.1,62.0,13.0,63.0,1.2,21.0,29.0,Bangladesh,SAS,ARO
IRIS_313.11070,4.0,137.0,21.0,7.3,3.0,2.0,62.0,6.0,43.0,1.0,21.0,33.0,Bangladesh,SAS,ARO
IRIS_313.11507,4.0,75.0,16.0,10.1,3.0,2.9,110.0,15.0,40.0,1.2,27.0,22.0,Vietnam,SEA,IND
IRIS_313.11147,4.0,134.0,19.0,8.7,3.5,2.9,116.0,18.0,53.0,1.3,25.0,39.0,Myanmar,SEA,IND
IRIS_313.8754,5.7,124.0,16.0,8.5,3.4,2.8,93.0,12.0,46.0,1.6,26.0,36.0,India,SAS,IND
IRIS_313.10603,5.0,94.0,20.0,8.5,3.2,2.8,91.0,19.0,45.0,1.0,23.0,36.0,Bangladesh,SAS,AUS
IRIS_313.10600,6.0,109.0,20.0,9.4,2.8,2.3,91.0,24.0,55.0,1.4,28.0,19.0,Bangladesh,SAS,AUS
IRIS_313.11740,5.0,130.0,16.0,8.0,3.5,2.9,111.0,24.0,67.0,1.7,27.0,36.0,Ghana,AFR,IND
IRIS_313.10585,4.0,51.0,15.0,7.5,3.4,2.4,81.0,12.0,32.0,0.9,18.0,16.0,Japan,EAS,ADM
IRIS_313.10822,5.0,163.0,14.0,6.6,3.2,2.0,120.0,16.0,73.0,2.3,29.0,40.0,Indonesia,SEA,IND
IRIS_313.10417,4.6,83.0,21.0,8.8,2.9,3.4,87.0,13.0,40.2,1.2,22.2,33.0,India,SAS,IND
IRIS_313.11619,5.0,105.0,15.0,7.9,2.4,1.7,88.0,20.0,53.0,1.2,28.0,35.0,India,SAS,AUS
IRIS_313.11620,5.0,114.0,15.0,8.8,2.7,2.6,80.0,21.0,62.0,1.3,22.0,34.0,India,SAS,AUS
IRIS_313.8435,4.0,93.0,13.0,7.8,3.3,2.3,72.0,22.0,41.0,1.2,18.0,66.0,India,SAS,IND
IRIS_313.11621,5.3,96.0,25.0,8.1,2.5,2.2,119.0,20.0,45.0,1.4,24.0,26.0,India,SAS,IND
IRIS_313.11616,4.0,114.0,12.0,7.7,3.0,2.5,88.0,14.0,61.0,1.4,19.0,49.0,India,SAS,AUS
IRIS_313.11617,5.0,111.0,20.0,7.9,3.0,2.2,84.0,16.0,53.0,1.5,23.0,47.0,India,SAS,AUS
IRIS_313.11618,5.0,122.0,15.0,9.2,2.3,2.0,94.0,23.0,72.0,1.3,30.0,42.0,India,SAS,AUS
IRIS_313.10287,4.8,90.0,29.0,9.4,2.7,2.6,100.0,14.0,45.0,1.2,27.6,31.0,Peru,AME,IND
IRIS_313.8305,4.0,143.0,21.0,9.6,3.2,3.2,84.0,21.0,70.0,1.2,24.0,52.0,India,SAS,IND
IRIS_313.10823,5.0,152.0,14.0,7.6,2.9,2.2,99.0,19.0,62.0,1.5,27.0,39.0,Indonesia,SEA,IND
IRIS_313.11209,5.0,175.0,12.0,8.1,3.6,2.8,135.0,22.0,76.0,1.1,23.0,68.0,Bangladesh,SAS,IND
IRIS_313.11461,4.0,110.0,17.0,9.1,3.4,2.9,88.0,16.0,36.0,1.2,27.0,54.0,India,SAS,IND
IRIS_313.11479,4.0,82.0,13.0,7.4,2.0,1.0,78.0,12.0,40.0,1.1,19.0,40.0,India,SAS,JAP
IRIS_313.11790,5.0,130.0,20.0,8.2,3.5,2.8,99.0,21.0,52.0,1.3,25.0,40.0,Madagascar,AFR,JAP
IRIS_313.12283,6.9,121.0,20.0,8.6,2.7,2.1,97.0,18.0,68.0,1.4,30.0,38.0,Madagascar,AFR,IND
IRIS_313.12284,7.3,113.0,21.0,7.4,2.7,1.9,122.0,18.0,50.0,1.1,27.0,38.0,Madagascar,AFR,IND
IRIS_313.11791,6.0,131.0,18.0,9.6,3.0,2.8,99.0,25.0,63.0,1.1,27.0,51.0,Madagascar,AFR,IND
IRIS_313.11767,6.0,103.0,16.0,11.3,2.5,2.5,128.0,27.0,61.0,1.0,27.0,51.0,Madagascar,AFR,ADM
IRIS_313.9388,5.2,102.0,18.0,7.9,3.2,2.8,87.0,19.0,47.6,1.2,24.4,49.0,Madagascar,AFR,IND
IRIS_313.9745,6.0,129.0,18.0,10.1,3.3,3.2,93.0,22.0,64.0,1.3,32.0,44.0,Madagascar,AFR,JAP
IRIS_313.9550,6.0,96.0,15.0,9.3,2.4,1.9,98.0,14.0,58.0,1.3,30.0,23.0,United_States,AME,JAP
IRIS_313.10836,4.0,120.0,14.0,7.9,3.2,2.4,70.0,26.0,58.0,1.0,23.0,63.0,India,SAS,IND
IRIS_313.10719,4.0,124.0,14.0,8.0,3.3,3.0,88.0,20.0,50.0,1.2,28.0,43.0,Sri_Lanka,SAS,IND
IRIS_313.11042,5.0,138.0,16.0,8.4,3.4,2.7,156.0,26.0,48.0,0.9,30.0,38.0,India,SAS,IND
IRIS_313.9317,4.0,117.0,13.0,7.8,3.1,2.1,96.0,22.0,63.0,1.1,22.0,38.0,Vietnam,SEA,IND
IRIS_313.11792,6.0,129.0,16.0,8.7,4.1,3.1,96.0,13.0,61.0,1.7,31.0,42.0,Madagascar,AFR,JAP
IRIS_313.11244,4.0,64.0,17.0,8.5,3.0,1.9,77.0,17.0,46.0,1.2,22.0,33.0,India,SAS,IND
IRIS_313.11374,4.0,98.0,15.0,10.5,2.7,2.4,78.0,18.0,52.0,1.1,21.0,34.0,India,SAS,AUS
IRIS_313.9890,4.0,59.0,9.0,7.3,3.4,2.5,62.0,9.0,41.0,1.0,15.0,26.0,South_Korea,EAS,JAP
IRIS_313.11511,5.0,107.0,15.0,9.8,3.3,3.3,100.0,19.0,51.0,1.1,29.0,30.0,Philippines,SEA,JAP
IRIS_313.11347,5.0,112.0,9.0,9.0,3.9,1.9,96.0,12.0,61.0,1.6,21.0,53.0,Philippines,SEA,IND
IRIS_313.11345,4.0,121.0,19.0,8.6,3.0,2.4,86.0,19.0,66.0,1.5,22.0,59.0,Philippines,SEA,IND
IRIS_313.11582,4.0,89.0,32.0,7.8,3.2,2.3,84.0,10.0,24.0,1.1,21.0,35.0,China,EAS,JAP
IRIS_313.9611,5.0,97.0,13.0,8.5,2.6,1.8,86.0,21.0,53.0,1.4,22.0,50.0,India,SAS,IND
IRIS_313.9187,6.0,143.0,8.0,9.5,3.7,3.6,98.0,19.0,76.0,1.9,30.0,33.0,Malaysia,SEA,ADM
IRIS_313.9519,6.0,121.0,10.0,9.1,3.3,3.0,80.0,16.0,60.0,1.3,24.0,19.0,Surinam,AME,JAP
IRIS_313.10421,6.7,138.0,12.0,8.5,3.0,3.4,123.0,16.0,52.4,1.3,24.8,49.0,Sierra_Leone,AFR,IND
IRIS_313.10422,7.2,142.0,14.0,10.0,2.6,3.7,123.0,18.0,53.6,1.3,24.6,53.0,Sierra_Leone,AFR,IND
IRIS_313.9372,5.0,103.0,20.0,7.8,3.2,2.4,90.0,11.0,35.0,1.1,20.0,19.0,China,EAS,IND
IRIS_313.8890,3.0,58.0,12.0,8.1,3.0,2.2,70.0,8.0,25.0,1.0,13.0,52.0,Belgium,WEU,JAP
IRIS_313.9963,4.0,80.0,23.0,7.6,3.6,2.6,68.0,8.0,28.0,0.9,18.0,33.0,Sri_Lanka,SAS,AUS
IRIS_313.9964,3.0,76.0,33.0,9.6,3.5,2.9,72.0,10.0,40.0,0.8,19.0,52.0,Georgia,EUR,JAP
IRIS_313.11536,3.0,86.0,16.0,9.6,3.3,3.1,65.0,8.0,33.0,1.0,17.0,43.0,Georgia,EUR,JAP
IRIS_313.9961,3.0,65.0,18.0,8.9,3.3,2.7,66.0,6.0,29.0,1.1,16.0,42.0,Norway,EUR,JAP
IRIS_313.8732,4.0,88.0,24.0,10.5,2.8,3.0,118.0,25.0,57.0,1.4,27.0,20.0,Thailand,SEA,IND
IRIS_313.9227,5.0,93.0,13.0,10.3,2.7,2.6,96.0,17.0,49.0,1.3,25.0,34.0,Thailand,SEA,IND
IRIS_313.11610,8.3,146.0,11.0,9.7,2.6,3.2,164.0,28.0,54.4,1.1,28.2,50.0,Thailand,SEA,IND
IRIS_313.11660,4.0,102.0,8.0,9.5,3.3,2.8,98.0,11.0,60.0,1.5,28.0,39.0,Liberia,AFR,JAP
IRIS_313.11805,5.0,112.0,20.0,8.8,3.4,2.7,83.0,13.0,52.0,1.2,24.0,38.0,China,EAS,IND
IRIS_313.11954,5.0,95.0,21.0,7.9,3.1,2.3,88.0,16.0,53.0,1.0,23.0,57.0,China,EAS,IND
IRIS_313.11753,3.0,42.0,14.0,8.8,3.0,2.4,60.0,5.0,17.0,0.4,18.0,54.0,China,EAS,IND
IRIS_313.11522,4.0,97.0,12.0,7.8,3.2,2.1,76.0,11.0,50.0,1.5,17.0,41.0,China,EAS,JAP
IRIS_313.8622,6.0,140.0,20.0,8.3,2.9,2.9,116.0,19.0,85.0,1.3,28.0,27.0,India,SAS,IND
IRIS_313.11101,5.0,109.0,11.0,8.6,3.0,2.1,120.0,19.0,63.0,1.5,25.0,39.0,Liberia,AFR,IND
IRIS_313.10171,3.0,61.0,18.0,8.9,3.1,2.9,92.0,12.0,29.0,1.1,20.0,30.0,China,EAS,IND
IRIS_313.8659,4.0,163.0,17.0,8.7,2.5,2.1,113.0,24.0,69.0,1.6,23.0,38.0,Myanmar,SEA,IND
IRIS_313.11611,4.0,127.0,13.0,8.8,2.5,2.4,100.0,21.0,78.0,1.6,30.0,38.0,Thailand,SEA,JAP
IRIS_313.11885,6.0,111.0,15.0,8.3,2.9,2.2,76.0,14.0,45.0,1.2,22.0,50.0,China,EAS,IND
IRIS_313.12289,5.2,129.0,14.0,9.8,3.6,3.3,94.0,18.0,47.0,1.9,30.0,38.0,Myanmar,SEA,JAP
IRIS_313.11955,6.0,101.0,22.0,7.7,3.0,2.4,88.0,14.0,52.0,1.4,26.0,67.0,China,EAS,IND
IRIS_313.10840,4.0,82.0,12.0,6.6,3.3,2.4,60.0,15.0,40.0,1.2,22.0,24.0,South_Korea,EAS,JAP
IRIS_313.11148,5.0,120.0,11.0,8.0,3.3,2.8,125.0,21.0,67.0,1.3,29.0,37.0,Myanmar,SEA,IND
IRIS_313.8697,5.0,128.0,13.0,9.6,3.1,2.8,104.0,19.0,59.0,1.5,28.0,50.0,Myanmar,SEA,IND
IRIS_313.11735,5.0,106.0,23.0,8.2,2.9,2.4,100.0,19.0,51.0,1.1,23.0,38.0,China,EAS,IND
IRIS_313.11584,4.0,92.0,22.0,8.4,3.6,2.6,82.0,13.0,42.0,1.3,20.0,32.0,China,EAS,JAP
IRIS_313.10423,5.6,105.0,12.0,8.6,2.9,3.4,87.0,28.0,51.6,1.4,25.0,37.0,Myanmar,SEA,IND
IRIS_313.11149,5.0,144.0,15.0,10.3,2.8,3.2,116.0,29.0,80.0,1.5,26.0,33.0,Myanmar,SEA,IND
IRIS_313.9891,2.0,63.0,12.0,7.3,3.3,2.5,60.0,11.0,36.0,1.3,20.0,26.0,South_Korea,EAS,JAP
IRIS_313.9253,4.0,62.0,22.0,7.5,3.2,2.3,65.0,9.0,28.0,1.2,21.0,36.0,China,EAS,IND
IRIS_313.10078,4.0,66.0,14.0,9.1,3.8,3.3,78.0,10.0,27.0,1.2,18.0,49.0,Japan,EAS,JAP
IRIS_313.11910,5.0,100.0,23.0,8.8,3.1,2.7,80.0,29.0,44.0,0.8,21.0,50.0,China,EAS,IND
IRIS_313.11911,6.0,109.0,20.0,8.4,3.1,2.5,84.0,16.0,40.0,1.4,16.0,49.0,China,EAS,IND
IRIS_313.11438,4.0,123.0,17.0,9.9,2.5,2.7,104.0,19.0,58.0,1.0,29.0,46.0,Mexico,AME,IND
IRIS_313.10753,4.0,48.0,21.0,8.5,3.0,2.6,88.0,10.0,33.0,1.0,19.0,38.0,United_States,AME,IND
IRIS_313.11107,5.0,122.0,12.0,8.8,3.4,2.5,77.0,16.0,59.0,1.6,26.0,29.0,Liberia,AFR,JAP
IRIS_313.11210,4.0,124.0,16.0,8.6,3.4,2.5,79.0,20.0,47.0,1.0,25.0,61.0,Bangladesh,SAS,AUS
IRIS_313.11150,5.0,144.0,13.0,9.7,3.4,3.1,116.0,28.0,76.0,1.6,31.0,43.0,Myanmar,SEA,IND
IRIS_313.11813,5.0,131.0,17.0,9.8,2.7,2.1,108.0,25.0,55.0,1.1,23.0,51.0,Kenya,AFR,IND
IRIS_313.11968,4.0,59.0,15.0,7.9,3.1,2.3,78.0,18.0,43.0,1.2,22.0,25.0,China,EAS,IND
IRIS_313.11453,4.0,96.0,17.0,8.1,2.4,1.7,88.0,18.0,50.0,1.5,26.0,42.0,India,SAS,IND
IRIS_313.11035,4.0,118.0,19.0,10.0,2.1,1.2,84.0,25.0,61.0,1.3,21.0,35.0,Pakistan,SAS,AUS
IRIS_313.11528,5.0,155.0,21.0,9.6,3.0,2.6,138.0,38.0,73.0,1.8,23.0,33.0,Ivory_Coast,AFR,IND
IRIS_313.11725,3.0,56.0,16.0,7.7,3.4,2.8,69.0,10.0,31.0,1.0,16.0,23.0,Japan,EAS,JAP
